"subscription_id","customer_id","plan_id","status","billing_cycle","start_date","end_date","mrr_usd","discount_pct","trial_end_date","cancellation_reason","created_at"
444,297,6,"expired","monthly","2025-06-01","2025-10-22",99.00,0.00,"2025-06-15","Not using it","2026-04-24 22:09:13.186774"
445,297,6,"cancelled","monthly","2025-10-22","2025-07-23",99.00,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
446,298,1,"cancelled","annual","2025-02-05","2025-09-22",0.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
447,298,2,"active","monthly","2025-09-22",NULL,12.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
448,299,5,"active","monthly","2023-07-31",NULL,59.00,0.00,"2023-08-14",NULL,"2026-04-24 22:09:13.186774"
449,300,5,"active","monthly","2023-11-19",NULL,59.00,0.00,"2023-12-03",NULL,"2026-04-24 22:09:13.186774"
450,301,3,"expired","annual","2024-05-04","2024-12-04",15.83,0.00,"2024-05-18",NULL,"2026-04-24 22:09:13.186774"
451,301,5,"active","annual","2024-12-04",NULL,41.79,15.00,NULL,NULL,"2026-04-24 22:09:13.186774"
452,302,2,"active","annual","2024-09-19",NULL,10.00,0.00,"2024-10-03",NULL,"2026-04-24 22:09:13.186774"
453,303,3,"active","annual","2023-07-04",NULL,15.83,0.00,"2023-07-18",NULL,"2026-04-24 22:09:13.186774"
454,304,3,"active","annual","2023-06-30",NULL,15.83,0.00,"2023-07-14",NULL,"2026-04-24 22:09:13.186774"
455,305,6,"active","monthly","2023-12-09",NULL,99.00,0.00,"2023-12-23",NULL,"2026-04-24 22:09:13.186774"
456,306,6,"expired","monthly","2024-04-02","2024-09-26",99.00,0.00,"2024-04-16","Not using it","2026-04-24 22:09:13.186774"
457,306,2,"expired","monthly","2024-09-26","2025-08-20",12.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
458,306,2,"active","annual","2025-08-20",NULL,9.00,10.00,NULL,NULL,"2026-04-24 22:09:13.186774"
459,307,1,"expired","monthly","2023-08-22","2024-06-13",0.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
460,307,2,"active","monthly","2024-06-13",NULL,12.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
461,308,1,"cancelled","monthly","2023-01-24","2024-02-22",0.00,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
462,309,4,"cancelled","annual","2024-09-24","2025-07-05",32.50,0.00,"2024-10-08","Budget cuts","2026-04-24 22:09:13.186774"
463,310,2,"active","monthly","2024-07-15",NULL,12.00,0.00,"2024-07-29",NULL,"2026-04-24 22:09:13.186774"
464,311,1,"cancelled","annual","2023-08-21","2024-06-28",0.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
465,311,5,"cancelled","annual","2024-06-28","2025-01-07",44.25,10.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
466,311,6,"active","annual","2025-01-07",NULL,82.50,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
467,312,6,"active","annual","2023-07-13",NULL,82.50,0.00,"2023-07-27",NULL,"2026-04-24 22:09:13.186774"
468,313,1,"active","monthly","2024-12-02",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
469,314,3,"cancelled","annual","2023-11-25","2024-02-08",15.83,0.00,"2023-12-09","Too expensive","2026-04-24 22:09:13.186774"
470,314,4,"cancelled","annual","2024-02-08","2024-02-01",32.50,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
471,315,1,"active","monthly","2025-03-29",NULL,0.00,25.00,NULL,NULL,"2026-04-24 22:09:13.186774"
472,316,2,"active","annual","2023-09-14",NULL,10.00,0.00,"2023-09-28",NULL,"2026-04-24 22:09:13.186774"
473,317,3,"active","monthly","2024-11-28",NULL,19.00,0.00,"2024-12-12",NULL,"2026-04-24 22:09:13.186774"
474,318,4,"cancelled","annual","2023-08-30","2024-04-27",32.50,0.00,"2023-09-13","Switched competitor","2026-04-24 22:09:13.186774"
475,318,6,"active","monthly","2024-04-27",NULL,99.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
476,319,2,"active","monthly","2023-04-02",NULL,12.00,0.00,"2023-04-16",NULL,"2026-04-24 22:09:13.186774"
477,320,1,"active","monthly","2025-02-13",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
478,321,1,"active","monthly","2023-07-14",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
479,322,4,"expired","monthly","2023-01-01","2023-07-25",39.00,0.00,"2023-01-15","Company reorganization","2026-04-24 22:09:13.186774"
480,322,4,"active","annual","2023-07-25",NULL,29.25,10.00,NULL,NULL,"2026-04-24 22:09:13.186774"
481,323,3,"active","monthly","2024-05-24",NULL,19.00,0.00,"2024-06-07",NULL,"2026-04-24 22:09:13.186774"
482,324,1,"expired","annual","2024-10-19","2025-09-02",0.00,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
483,324,3,"cancelled","monthly","2025-09-02","2025-11-01",19.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
484,324,7,"active","annual","2025-11-01",NULL,165.83,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
485,325,4,"active","monthly","2025-01-31",NULL,39.00,0.00,"2025-02-14",NULL,"2026-04-24 22:09:13.186774"
486,326,2,"expired","annual","2023-07-14","2024-01-12",10.00,0.00,"2023-07-28",NULL,"2026-04-24 22:09:13.186774"
487,326,4,"cancelled","monthly","2024-01-12","2024-11-30",39.00,0.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
488,326,3,"cancelled","annual","2024-11-30","2024-09-02",15.83,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
489,327,2,"expired","monthly","2023-06-20","2024-03-23",12.00,0.00,"2023-07-04","Company reorganization","2026-04-24 22:09:13.186774"
490,327,5,"paused","monthly","2024-03-23",NULL,59.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
491,328,3,"active","monthly","2024-07-30",NULL,19.00,0.00,"2024-08-13",NULL,"2026-04-24 22:09:13.186774"
492,329,1,"active","monthly","2023-08-08",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
493,330,1,"active","monthly","2024-08-19",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
494,331,4,"active","monthly","2025-04-07",NULL,39.00,0.00,"2025-04-21",NULL,"2026-04-24 22:09:13.186774"
495,332,1,"cancelled","monthly","2024-06-20","2025-09-12",0.00,0.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
496,333,2,"cancelled","monthly","2024-05-02","2025-02-24",10.80,10.00,"2024-05-16","Not using it","2026-04-24 22:09:13.186774"
497,333,1,"active","monthly","2025-02-24",NULL,0.00,10.00,NULL,NULL,"2026-04-24 22:09:13.186774"
498,334,4,"cancelled","annual","2024-09-22","2025-07-29",32.50,0.00,"2024-10-06","Too expensive","2026-04-24 22:09:13.186774"
499,334,4,"active","annual","2025-07-29",NULL,32.50,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
500,335,5,"cancelled","monthly","2024-08-31","2024-12-26",53.10,10.00,"2024-09-14","Company reorganization","2026-04-24 22:09:13.186774"
501,335,5,"active","annual","2024-12-26",NULL,49.17,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
502,336,6,"active","monthly","2023-06-09",NULL,99.00,0.00,"2023-06-23",NULL,"2026-04-24 22:09:13.186774"
503,337,3,"active","annual","2023-12-06",NULL,15.83,0.00,"2023-12-20",NULL,"2026-04-24 22:09:13.186774"
504,338,6,"cancelled","annual","2023-06-24","2024-05-30",70.12,15.00,"2023-07-08","Switched competitor","2026-04-24 22:09:13.186774"
505,339,2,"expired","annual","2023-01-20","2023-08-05",10.00,0.00,"2023-02-03",NULL,"2026-04-24 22:09:13.186774"
506,339,3,"active","monthly","2023-08-05",NULL,16.15,15.00,NULL,NULL,"2026-04-24 22:09:13.186774"
507,340,1,"active","monthly","2024-07-28",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
508,341,2,"active","annual","2023-03-05",NULL,10.00,0.00,"2023-03-19",NULL,"2026-04-24 22:09:13.186774"
509,342,2,"expired","monthly","2024-08-09","2025-01-06",10.80,10.00,"2024-08-23",NULL,"2026-04-24 22:09:13.186774"
510,342,2,"cancelled","annual","2025-01-06","2025-05-08",10.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
511,343,1,"active","annual","2024-03-16",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
512,344,1,"paused","monthly","2025-02-22",NULL,0.00,10.00,NULL,NULL,"2026-04-24 22:09:13.186774"
513,345,4,"active","monthly","2023-08-25",NULL,39.00,0.00,"2023-09-08",NULL,"2026-04-24 22:09:13.186774"
514,346,1,"cancelled","annual","2023-05-21","2024-06-05",0.00,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
515,347,4,"active","monthly","2023-11-29",NULL,39.00,0.00,"2023-12-13",NULL,"2026-04-24 22:09:13.186774"
516,348,1,"active","annual","2024-04-07",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
517,349,4,"expired","monthly","2024-02-12","2024-12-23",39.00,0.00,"2024-02-26","Switched competitor","2026-04-24 22:09:13.186774"
518,349,6,"active","monthly","2024-12-23",NULL,99.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
519,350,1,"cancelled","annual","2023-04-26","2024-04-07",0.00,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
520,350,4,"cancelled","monthly","2024-04-07","2025-09-20",39.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
521,351,1,"expired","monthly","2023-05-07","2023-09-04",0.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
522,351,2,"cancelled","annual","2023-09-04","2025-05-04",10.00,0.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
523,352,1,"cancelled","monthly","2025-06-02","2025-07-30",0.00,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
524,353,1,"active","annual","2025-02-22",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
525,354,3,"active","monthly","2024-07-24",NULL,19.00,0.00,"2024-08-07",NULL,"2026-04-24 22:09:13.186774"
526,355,3,"active","monthly","2023-06-15",NULL,19.00,0.00,"2023-06-29",NULL,"2026-04-24 22:09:13.186774"
527,356,5,"active","monthly","2025-05-13",NULL,59.00,0.00,"2025-05-27",NULL,"2026-04-24 22:09:13.186774"
528,357,1,"active","monthly","2024-05-10",NULL,0.00,10.00,NULL,NULL,"2026-04-24 22:09:13.186774"
529,358,4,"active","monthly","2024-10-09",NULL,39.00,0.00,"2024-10-23",NULL,"2026-04-24 22:09:13.186774"
530,359,2,"active","annual","2024-02-29",NULL,10.00,0.00,"2024-03-14",NULL,"2026-04-24 22:09:13.186774"
531,360,4,"expired","annual","2023-12-16","2024-02-22",32.50,0.00,"2023-12-30","Switched competitor","2026-04-24 22:09:13.186774"
532,360,6,"active","annual","2024-02-22",NULL,82.50,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
533,361,4,"active","annual","2025-07-02",NULL,32.50,0.00,"2025-07-16",NULL,"2026-04-24 22:09:13.186774"
534,362,3,"active","annual","2025-06-28",NULL,15.83,0.00,"2025-07-12",NULL,"2026-04-24 22:09:13.186774"
535,363,2,"active","monthly","2023-11-19",NULL,12.00,0.00,"2023-12-03",NULL,"2026-04-24 22:09:13.186774"
536,364,4,"expired","annual","2023-12-15","2024-04-30",32.50,0.00,"2023-12-29","Switched competitor","2026-04-24 22:09:13.186774"
537,364,2,"expired","monthly","2024-04-30","2024-12-24",12.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
538,364,4,"active","monthly","2024-12-24",NULL,39.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
539,365,2,"active","annual","2023-11-15",NULL,10.00,0.00,"2023-11-29",NULL,"2026-04-24 22:09:13.186774"
540,366,1,"cancelled","annual","2023-07-17","2024-05-03",0.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
541,366,5,"cancelled","monthly","2024-05-03","2025-02-08",59.00,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
542,366,2,"active","monthly","2025-02-08",NULL,12.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
543,367,4,"cancelled","monthly","2024-12-22","2025-07-26",35.10,10.00,"2025-01-05","Not using it","2026-04-24 22:09:13.186774"
544,367,1,"active","annual","2025-07-26",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
545,368,3,"active","monthly","2023-07-03",NULL,19.00,0.00,"2023-07-17",NULL,"2026-04-24 22:09:13.186774"
546,369,2,"active","monthly","2023-11-14",NULL,12.00,0.00,"2023-11-28",NULL,"2026-04-24 22:09:13.186774"
547,370,2,"cancelled","monthly","2024-05-01","2025-06-06",12.00,0.00,"2024-05-15","Missing features","2026-04-24 22:09:13.186774"
548,371,1,"active","annual","2025-03-22",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
549,372,4,"active","annual","2023-12-17",NULL,32.50,0.00,"2023-12-31",NULL,"2026-04-24 22:09:13.186774"
550,373,6,"active","monthly","2025-09-05",NULL,99.00,0.00,"2025-09-19",NULL,"2026-04-24 22:09:13.186774"
551,374,1,"cancelled","monthly","2024-11-07","2025-07-01",0.00,10.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
552,375,1,"expired","monthly","2024-02-18","2025-01-22",0.00,0.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
553,375,6,"cancelled","monthly","2025-01-22","2025-06-17",99.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
554,375,5,"active","annual","2025-06-17",NULL,44.25,10.00,NULL,NULL,"2026-04-24 22:09:13.186774"
555,376,1,"active","monthly","2024-12-20",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
556,377,2,"active","monthly","2023-06-07",NULL,10.80,10.00,"2023-06-21",NULL,"2026-04-24 22:09:13.186774"
557,378,3,"cancelled","monthly","2025-07-04","2025-09-16",19.00,0.00,"2025-07-18","Budget cuts","2026-04-24 22:09:13.186774"
558,378,5,"active","annual","2025-09-16",NULL,49.17,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
559,379,6,"active","monthly","2023-10-03",NULL,84.15,15.00,"2023-10-17",NULL,"2026-04-24 22:09:13.186774"
560,380,1,"cancelled","monthly","2023-03-22","2023-09-08",0.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
561,380,5,"expired","monthly","2023-09-08","2024-01-01",59.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
562,380,3,"active","monthly","2024-01-01",NULL,19.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
563,381,1,"active","annual","2024-07-01",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
564,382,1,"cancelled","annual","2024-08-09","2025-06-13",0.00,20.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
565,382,1,"cancelled","monthly","2025-06-13","2025-10-30",0.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
566,382,5,"cancelled","monthly","2025-10-30","2025-04-22",53.10,10.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
567,383,3,"active","annual","2023-04-25",NULL,12.67,20.00,"2023-05-09",NULL,"2026-04-24 22:09:13.186774"
568,384,5,"cancelled","monthly","2023-03-28","2023-09-19",59.00,0.00,"2023-04-11","Not using it","2026-04-24 22:09:13.186774"
569,384,7,"active","annual","2023-09-19",NULL,165.83,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
570,385,5,"expired","annual","2023-09-28","2024-05-18",49.17,0.00,"2023-10-12","Missing features","2026-04-24 22:09:13.186774"
571,385,2,"cancelled","annual","2024-05-18","2024-10-29",10.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
572,385,6,"active","monthly","2024-10-29",NULL,99.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
573,386,3,"cancelled","monthly","2024-03-21","2025-04-03",19.00,0.00,"2024-04-04","Missing features","2026-04-24 22:09:13.186774"
574,387,1,"expired","monthly","2024-08-21","2025-06-11",0.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
575,387,6,"active","monthly","2025-06-11",NULL,99.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
576,388,1,"cancelled","monthly","2024-06-21","2025-07-02",0.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
577,389,1,"cancelled","monthly","2024-09-11","2025-06-22",0.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
578,390,2,"expired","annual","2025-03-10","2025-07-17",10.00,0.00,"2025-03-24","Too expensive","2026-04-24 22:09:13.186774"
579,390,2,"cancelled","monthly","2025-07-17","2025-10-18",12.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
580,390,4,"cancelled","annual","2025-10-18","2025-05-03",32.50,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
581,391,6,"expired","monthly","2023-08-12","2024-01-28",99.00,0.00,"2023-08-26",NULL,"2026-04-24 22:09:13.186774"
582,391,5,"active","monthly","2024-01-28",NULL,59.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
583,392,1,"expired","annual","2023-09-30","2024-06-10",0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
584,392,4,"cancelled","monthly","2024-06-10","2024-07-12",39.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
585,393,1,"active","annual","2024-07-02",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
586,394,1,"expired","annual","2023-06-30","2023-11-29",0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
587,394,4,"active","monthly","2023-11-29",NULL,39.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
588,395,1,"expired","monthly","2023-07-17","2023-10-27",0.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
589,395,1,"cancelled","annual","2023-10-27","2024-01-08",0.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
590,395,6,"cancelled","monthly","2024-01-08","2024-08-20",89.10,10.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
591,396,4,"active","annual","2024-11-25",NULL,32.50,0.00,"2024-12-09",NULL,"2026-04-24 22:09:13.186774"
592,397,1,"cancelled","annual","2024-10-09","2025-07-26",0.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
593,397,5,"expired","annual","2025-07-26","2025-10-06",44.25,10.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
594,397,4,"cancelled","annual","2025-10-06","2025-03-07",32.50,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
595,398,2,"active","annual","2023-11-26",NULL,10.00,0.00,"2023-12-10",NULL,"2026-04-24 22:09:13.186774"
596,399,1,"active","monthly","2025-08-05",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
597,400,5,"active","monthly","2025-03-22",NULL,59.00,0.00,"2025-04-05",NULL,"2026-04-24 22:09:13.186774"
598,401,3,"active","annual","2024-10-04",NULL,15.83,0.00,"2024-10-18",NULL,"2026-04-24 22:09:13.186774"
599,402,3,"active","annual","2024-11-06",NULL,15.83,0.00,"2024-11-20",NULL,"2026-04-24 22:09:13.186774"
600,403,6,"cancelled","annual","2025-04-04","2025-07-01",82.50,0.00,"2025-04-18",NULL,"2026-04-24 22:09:13.186774"
601,403,6,"expired","annual","2025-07-01","2025-09-26",82.50,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
602,403,4,"active","monthly","2025-09-26",NULL,39.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
603,404,3,"cancelled","monthly","2024-11-24","2025-04-11",19.00,0.00,"2024-12-08","Budget cuts","2026-04-24 22:09:13.186774"
604,404,2,"active","annual","2025-04-11",NULL,10.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
605,405,1,"paused","monthly","2025-08-08",NULL,0.00,25.00,NULL,NULL,"2026-04-24 22:09:13.186774"
606,406,5,"cancelled","monthly","2024-04-21","2024-08-07",59.00,0.00,"2024-05-05","Not using it","2026-04-24 22:09:13.186774"
607,406,5,"active","monthly","2024-08-07",NULL,59.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
608,407,3,"active","monthly","2023-08-10",NULL,17.10,10.00,"2023-08-24",NULL,"2026-04-24 22:09:13.186774"
609,408,3,"active","monthly","2025-07-24",NULL,19.00,0.00,"2025-08-07",NULL,"2026-04-24 22:09:13.186774"
610,409,1,"cancelled","annual","2023-09-04","2025-05-10",0.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
611,410,2,"active","annual","2025-02-04",NULL,9.00,10.00,"2025-02-18",NULL,"2026-04-24 22:09:13.186774"
612,411,2,"cancelled","annual","2024-12-08","2025-02-26",10.00,0.00,"2024-12-22",NULL,"2026-04-24 22:09:13.186774"
613,411,3,"active","monthly","2025-02-26",NULL,19.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
614,412,4,"active","monthly","2025-07-20",NULL,39.00,0.00,"2025-08-03",NULL,"2026-04-24 22:09:13.186774"
615,413,1,"cancelled","monthly","2023-12-09","2024-03-12",0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
616,413,5,"active","monthly","2024-03-12",NULL,59.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
617,414,2,"cancelled","annual","2025-04-29","2025-10-13",10.00,0.00,"2025-05-13","Too expensive","2026-04-24 22:09:13.186774"
618,415,4,"cancelled","monthly","2025-09-06","2025-10-13",39.00,0.00,"2025-09-20","Not using it","2026-04-24 22:09:13.186774"
619,416,6,"expired","monthly","2024-10-22","2025-10-11",99.00,0.00,"2024-11-05","Company reorganization","2026-04-24 22:09:13.186774"
620,416,4,"expired","annual","2025-10-11","2025-12-11",32.50,0.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
621,416,4,"cancelled","annual","2025-12-11","2025-02-02",32.50,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
622,417,2,"cancelled","monthly","2023-11-08","2024-05-11",12.00,0.00,"2023-11-22","Company reorganization","2026-04-24 22:09:13.186774"
623,417,3,"expired","monthly","2024-05-11","2025-03-06",19.00,0.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
624,417,4,"active","monthly","2025-03-06",NULL,39.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
625,418,3,"cancelled","annual","2023-04-30","2024-10-02",12.67,20.00,"2023-05-14","Too expensive","2026-04-24 22:09:13.186774"
626,419,1,"active","monthly","2025-08-08",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
627,420,1,"active","annual","2025-01-19",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
628,421,3,"active","monthly","2023-08-16",NULL,19.00,0.00,"2023-08-30",NULL,"2026-04-24 22:09:13.186774"
629,422,1,"cancelled","annual","2025-08-24","2025-10-25",0.00,20.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
630,423,3,"expired","annual","2023-10-23","2024-01-13",15.83,0.00,"2023-11-06","Budget cuts","2026-04-24 22:09:13.186774"
631,423,2,"expired","annual","2024-01-13","2024-05-02",10.00,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
632,423,7,"cancelled","annual","2024-05-02","2025-06-09",165.83,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
633,424,4,"expired","annual","2023-04-01","2023-09-23",32.50,0.00,"2023-04-15","Not using it","2026-04-24 22:09:13.186774"
634,424,5,"cancelled","annual","2023-09-23","2024-06-28",44.25,10.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
635,425,6,"active","monthly","2025-01-27",NULL,99.00,0.00,"2025-02-10",NULL,"2026-04-24 22:09:13.186774"
636,426,2,"active","annual","2025-02-22",NULL,10.00,0.00,"2025-03-08",NULL,"2026-04-24 22:09:13.186774"
637,427,3,"cancelled","annual","2023-09-23","2023-12-07",15.83,0.00,"2023-10-07","Missing features","2026-04-24 22:09:13.186774"
638,428,2,"cancelled","monthly","2024-10-05","2025-06-18",10.20,15.00,"2024-10-19","Company reorganization","2026-04-24 22:09:13.186774"
639,428,6,"cancelled","annual","2025-06-18","2024-12-10",82.50,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
640,429,2,"active","annual","2024-06-14",NULL,10.00,0.00,"2024-06-28",NULL,"2026-04-24 22:09:13.186774"
641,430,2,"active","monthly","2024-12-30",NULL,12.00,0.00,"2025-01-13",NULL,"2026-04-24 22:09:13.186774"
642,431,3,"active","annual","2025-06-30",NULL,15.83,0.00,"2025-07-14",NULL,"2026-04-24 22:09:13.186774"
643,432,2,"active","annual","2024-03-11",NULL,9.00,10.00,"2024-03-25",NULL,"2026-04-24 22:09:13.186774"
644,433,1,"expired","annual","2025-07-19","2025-09-23",0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
645,433,3,"cancelled","monthly","2025-09-23","2025-11-22",19.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
646,433,5,"active","monthly","2025-11-22",NULL,59.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
647,434,6,"active","annual","2023-06-14",NULL,82.50,0.00,"2023-06-28",NULL,"2026-04-24 22:09:13.186774"
648,435,3,"cancelled","monthly","2025-01-12","2025-05-05",19.00,0.00,"2025-01-26","Not using it","2026-04-24 22:09:13.186774"
649,436,1,"cancelled","annual","2023-11-18","2024-03-12",0.00,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
650,437,1,"active","monthly","2024-02-22",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
651,438,1,"expired","annual","2023-03-29","2023-10-28",0.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
652,438,2,"cancelled","monthly","2023-10-28","2024-12-31",9.00,25.00,NULL,NULL,"2026-04-24 22:09:13.186774"
653,439,3,"expired","annual","2025-02-23","2025-08-23",15.83,0.00,"2025-03-09","Budget cuts","2026-04-24 22:09:13.186774"
654,439,4,"active","monthly","2025-08-23",NULL,39.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
655,440,6,"expired","annual","2023-08-25","2024-08-16",82.50,0.00,"2023-09-08","Too expensive","2026-04-24 22:09:13.186774"
656,440,5,"cancelled","annual","2024-08-16","2025-05-06",49.17,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
657,440,7,"active","monthly","2025-05-06",NULL,199.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
658,441,1,"active","monthly","2025-03-22",NULL,0.00,10.00,NULL,NULL,"2026-04-24 22:09:13.186774"
659,442,4,"active","monthly","2024-07-24",NULL,39.00,0.00,"2024-08-07",NULL,"2026-04-24 22:09:13.186774"
660,443,2,"active","annual","2024-05-02",NULL,8.50,15.00,"2024-05-16",NULL,"2026-04-24 22:09:13.186774"
661,444,4,"expired","annual","2024-08-20","2025-06-10",32.50,0.00,"2024-09-03","Switched competitor","2026-04-24 22:09:13.186774"
662,444,1,"cancelled","monthly","2025-06-10","2025-06-11",0.00,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
663,445,1,"cancelled","monthly","2023-06-23","2023-11-12",0.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
664,445,7,"cancelled","monthly","2023-11-12","2024-12-10",199.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
665,446,2,"cancelled","monthly","2024-11-22","2025-06-27",10.20,15.00,"2024-12-06",NULL,"2026-04-24 22:09:13.186774"
